category,agency,description,locationType,address,borough,lat,lng,frequency
human,3-1-1 Call Center,People Created Noise,Home,169-12 144 ROAD,QUEENS,40.66825974604985,-73.77026631851582,4
human,New York City Police Department,Loud Music/Party,Park/Playground,BRONX BOULEVARD,BRONX,40.89041614808419,-73.86343024124255,6
human,New York City Police Department,Loud Talking,Street/Sidewalk,,MANHATTAN,40.71449340417644,-74.01359206611944,5
human,3-1-1 Call Center,People Created Noise,Home,114-53 114 STREET,QUEENS,40.67621695606875,-73.82491860635233,3
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,5619 6 AVENUE,BROOKLYN,40.64025296055905,-74.01176452262668,3
human,New York City Police Department,Loud Talking,Park/Playground,,BRONX,40.88107633375972,-73.87848591158738,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,247 VARET STREET,BROOKLYN,40.70404807317634,-73.93425038133091,17
human,New York City Police Department,Loud Talking,Street/Sidewalk,,MANHATTAN,40.71494668500725,-74.00968188786821,5
human,New York City Police Department,Loud Talking,Club/Bar/Restaurant,307 EAST 53 STREET,MANHATTAN,40.75657743698267,-73.96669139264075,7
human,New York City Police Department,Loud Talking,Street/Sidewalk,256 STREET,QUEENS,40.74130593785111,-73.71369701946452,4
human,3-1-1 Call Center,People Created Noise,Bar/Restaurant,,BROOKLYN,40.707910108880675,-73.94500589752889,8
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,2487 GRAND AVENUE,BRONX,40.864048941064375,-73.90234218911554,16
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,25-22 STEINWAY STREET,QUEENS,40.767577028067876,-73.91200713044066,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,47-08 47 AVENUE,QUEENS,40.74101777338215,-73.91798208448255,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,33-15 56 STREET,QUEENS,40.75317251745335,-73.90498434978848,4
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,BROOKLYN,40.669655417096195,-73.9925272262841,4
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,MANHATTAN,40.80416840751694,-73.96670008656616,39
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,143 MULBERRY STREET,MANHATTAN,40.71876777313678,-73.99758660420298,5
human,New York City Police Department,Loud Music/Party,Store/Commercial,895 FRANKLIN AVENUE,BROOKLYN,40.66820180350817,-73.95885197492144,4
human,New York City Police Department,Loud Music/Party,Store/Commercial,,BRONX,40.84863947227845,-73.91167941229558,5
human,New York City Police Department,Loud Talking,Park/Playground,,MANHATTAN,40.70915516144616,-74.01054310709064,21
human,New York City Police Department,Loud Talking,Club/Bar/Restaurant,63 CARMINE STREET,MANHATTAN,40.7297549809049,-74.0043441070791,6
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,531 HUDSON STREET,MANHATTAN,40.73426727143688,-74.00622072073662,12
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,625 WEST 138 STREET,MANHATTAN,40.82232875892531,-73.95438484121179,7
human,3-1-1 Call Center,People Created Noise,Street/Sidewalk,150 THROGS NECK BOULEVARD,BRONX,40.815379813422666,-73.81166957137239,11
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,250 VARET STREET,BROOKLYN,40.70415201194742,-73.93361911022687,17
human,New York City Police Department,Loud Talking,Street/Sidewalk,97-15 129 STREET,QUEENS,40.69320030560327,-73.81874004766384,3
human,New York City Police Department,Loud Talking,Store/Commercial,13 ALLEN STREET,MANHATTAN,40.714971554221705,-73.9925546110285,3
human,New York City Police Department,Loud Talking,Club/Bar/Restaurant,25-51 STEINWAY STREET,QUEENS,40.76754409395394,-73.91201078406542,5
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,MANHATTAN,40.82777602579847,-73.94574874659783,6
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,1014 FULTON STREET,BROOKLYN,40.682074375803936,-73.96021349847254,3
human,New York City Police Department,Loud Music/Party,Store/Commercial,,MANHATTAN,40.76803324454641,-73.9958483434727,5
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,541 WEST 158 STREET,MANHATTAN,40.83399684992319,-73.9427659720086,4
human,New York City Police Department,Loud Talking,Club/Bar/Restaurant,,BROOKLYN,40.6755620635811,-73.963332216562,5
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,,MANHATTAN,40.772021264888394,-73.95601507606814,6
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,MANHATTAN,40.74400856252028,-73.999422586516,4
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,471 DEKALB AVENUE,BROOKLYN,40.6905989178941,-73.95818908326082,24
human,New York City Police Department,Loud Talking,Street/Sidewalk,,MANHATTAN,40.745441439798356,-73.9753944383944,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,,BROOKLYN,40.632836668310354,-74.0272301322902,7
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,168 SHERMAN AVENUE,MANHATTAN,40.86481640290229,-73.9226704108697,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,168 DELANCEY STREET,MANHATTAN,40.71763054999556,-73.98546215373003,7
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,,MANHATTAN,40.75020892794078,-74.00233152392761,4
human,3-1-1 Call Center,People Created Noise,Home,758 JEFFERSON AVENUE,BROOKLYN,40.68589818771922,-73.92724078678785,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,,MANHATTAN,40.758980523916115,-73.9624344185942,4
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,5 AVENUE A,MANHATTAN,40.722508068745704,-73.98612490104779,10
human,New York City Police Department,Loud Talking,House of Worship,,BROOKLYN,40.64211483928761,-73.90305977111639,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,2376 RYER AVENUE,BRONX,40.85930240930839,-73.89807611929075,39
human,New York City Police Department,Loud Music/Party,Store/Commercial,1530 ST NICHOLAS AVENUE,MANHATTAN,40.85274512984989,-73.93121522027636,6
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,33-30 61 STREET,QUEENS,40.753229632908344,-73.90110062274191,3
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,BROOKLYN,40.65524967517434,-73.95296016121958,20
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,615 WEST 162 STREET,MANHATTAN,40.83749388563616,-73.94331950508477,4
human,New York City Police Department,Loud Music/Party,Store/Commercial,267 5 AVENUE,MANHATTAN,40.745443303639966,-73.98673003054985,3
human,3-1-1 Call Center,People Created Noise,Bar/Restaurant,2888 BROADWAY,MANHATTAN,40.8057160978883,-73.96556147550119,4
human,New York City Police Department,Loud Talking,Street/Sidewalk,,MANHATTAN,40.713691914612,-74.01375422635948,7
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,MANHATTAN,40.7547481260721,-73.98789040892225,8
human,New York City Police Department,Loud Music/Party,Park/Playground,,BROOKLYN,40.69824630358153,-73.98054370303672,6
human,New York City Police Department,Loud Music/Party,Store/Commercial,201 MULBERRY STREET,MANHATTAN,40.721496034554924,-73.9964609294525,13
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,134 KINGSLAND AVENUE,BROOKLYN,40.72099783023723,-73.94087523138707,7
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,,BROOKLYN,40.710820157084164,-73.96852499067981,7
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,,BROOKLYN,40.6757699353289,-73.98420226880155,9
human,3-1-1 Call Center,People Created Noise,Home,275 WEST 118 STREET,MANHATTAN,40.80538527522663,-73.95358371621212,70
human,New York City Police Department,Loud Talking,Street/Sidewalk,130 WEST 123 STREET,MANHATTAN,40.80690598066902,-73.9474851860042,4
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,40-11 30 AVENUE,QUEENS,40.76373637448684,-73.91464743514018,4
human,New York City Police Department,Loud Talking,Street/Sidewalk,,BROOKLYN,40.63468457839895,-73.96508408017624,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,2997 WESTCHESTER AVENUE,BRONX,40.84711022561625,-73.8321711731978,3
human,New York City Police Department,Loud Music/Party,Park/Playground,41-40 UNION STREET,QUEENS,40.758311021135064,-73.82549693867641,10
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,161 LUDLOW STREET,MANHATTAN,40.72141034382407,-73.98769444021134,14
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,400 EAST 21 STREET,BROOKLYN,40.64445946043324,-73.95889184082634,3
human,New York City Police Department,Loud Talking,Street/Sidewalk,570 OCEAN AVENUE,BROOKLYN,40.64906039443108,-73.96082779601215,3
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,MANHATTAN,40.72876864308615,-73.98443144128736,4
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,3 WEST 108 STREET,MANHATTAN,40.799475312083196,-73.95934872471949,4
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,551 WEST WEST 204 STREET,MANHATTAN,40.86381074232183,-73.9210446786695,9
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,379 EAST 10 STREET,MANHATTAN,40.72630015651579,-73.97852231808392,7
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,2407 MORRIS AVENUE,BRONX,40.86088807363404,-73.9003331759922,4
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,691 9 AVENUE,MANHATTAN,40.761925843579036,-73.99009830465579,3
human,New York City Police Department,Loud Music/Party,Store/Commercial,,MANHATTAN,40.791558587881916,-73.93864933131084,4
human,3-1-1 Call Center,People Created Noise,Home,1154 STRATFORD AVENUE,BRONX,40.828023188688825,-73.87521150195103,198
human,New York City Police Department,Loud Talking,Club/Bar/Restaurant,200 AVENUE A,MANHATTAN,40.72940218026718,-73.98108302906972,3
human,New York City Police Department,Loud Music/Party,Park/Playground,,MANHATTAN,40.7122089492322,-73.98071276883954,5
human,New York City Police Department,Loud Music/Party,Store/Commercial,108-45 CORONA AVENUE,QUEENS,40.74240089952622,-73.85398280343226,3
human,New York City Police Department,Loud Music/Party,Store/Commercial,675 HUDSON STREET,MANHATTAN,40.740360671542035,-74.00522891456374,3
human,New York City Police Department,Loud Talking,Street/Sidewalk,,MANHATTAN,40.735313040368794,-73.9941183677841,6
human,New York City Police Department,Loud Talking,Street/Sidewalk,522 WEST 148 STREET,MANHATTAN,40.827499414293385,-73.94704978286713,3
human,New York City Police Department,Loud Talking,Street/Sidewalk,449 WEST 125 STREET,MANHATTAN,40.81271451189559,-73.95568111470556,8
human,New York City Police Department,Loud Music/Party,House of Worship,33-06 36 AVENUE,QUEENS,40.75575554454052,-73.92800548940936,6
human,New York City Police Department,Loud Talking,Street/Sidewalk,500 WEST 169 STREET,MANHATTAN,40.840564511665825,-73.93668867905855,4
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,1 BENNETT AVENUE,MANHATTAN,40.850728062663016,-73.93650911771923,61
human,New York City Police Department,Loud Music/Party,Store/Commercial,958 MACDONALD AVENUE,BROOKLYN,40.63051827264361,-73.9771336802179,6
human,New York City Police Department,Loud Talking,Street/Sidewalk,,BRONX,40.88025935218736,-73.87678054259923,5
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,723 EAST 27 STREET,BROOKLYN,40.633076468003175,-73.95096540810518,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,197 BEDFORD AVENUE,BROOKLYN,40.71736038960561,-73.95821919141235,9
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,,BROOKLYN,40.733031635065885,-73.95472741348976,4
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,1504 86 STREET,BROOKLYN,40.6112874131637,-74.00933189958671,11
human,New York City Police Department,Loud Music/Party,Park/Playground,,BROOKLYN,40.70332555611659,-73.99306084017962,4
human,New York City Police Department,Loud Talking,Street/Sidewalk,,BRONX,40.830415870715896,-73.89669664136095,6
human,New York City Police Department,Loud Music/Party,Store/Commercial,230 MOTT STREET,MANHATTAN,40.72251154546712,-73.99510439152589,16
human,New York City Police Department,Loud Music/Party,Store/Commercial,65 LEONARD STREET,MANHATTAN,40.71756546168747,-74.00551211099749,6
human,3-1-1 Call Center,People Created Noise,Home,520 EAST 156 STREET,BRONX,40.81941062025684,-73.91115458827262,18
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,BROOKLYN,40.68250666581666,-73.9437432869102,3
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,MANHATTAN,40.80237263940891,-73.9643026177316,7
human,New York City Police Department,Loud Talking,Park/Playground,,BROOKLYN,40.601795759347084,-73.9725664586067,4
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant, BROADWAY,QUEENS,40.76103620483991,-73.92339373013645,6
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,MANHATTAN,40.724880345694245,-74.00261926166891,11
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,BROOKLYN,40.65504787921595,-73.95630123228489,3
human,New York City Police Department,Loud Music/Party,Store/Commercial,1291 EASTERN PARKWAY,BROOKLYN,40.668511706000814,-73.9255583105502,3
human,New York City Police Department,Loud Talking,Street/Sidewalk,505 EAST 12 STREET,MANHATTAN,40.72891907349611,-73.98090276535221,8
human,New York City Police Department,Loud Talking,Street/Sidewalk,2285 UNIVERSITY AVENUE,BRONX,40.86063278256713,-73.90686254633314,4
human,New York City Police Department,Loud Talking,Street/Sidewalk,21 WEST 110 STREET,MANHATTAN,40.79754241839091,-73.95075758297092,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,,BRONX,40.83391659000601,-73.92700664298943,3
human,New York City Police Department,Loud Music/Party,Store/Commercial,,BROOKLYN,40.63854882228207,-73.94923188380803,4
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,MANHATTAN,40.78106246795127,-73.94941931511931,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,1802 WESTCHESTER AVENUE,BRONX,40.83192699152421,-73.8661484813411,5
human,New York City Police Department,Loud Talking,Street/Sidewalk,,MANHATTAN,40.74444307525026,-73.97905779791937,11
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,355 WEST 14 STREET,MANHATTAN,40.740443058278665,-74.00414272004178,3
human,New York City Police Department,Loud Music/Party,Street/Sidewalk, DYCKMAN STREET,MANHATTAN,40.86586537236765,-73.92766574084868,8
human,New York City Police Department,Loud Talking,Club/Bar/Restaurant,94 GREENWICH AVENUE,MANHATTAN,40.73785207199595,-74.00185837792384,3
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,MANHATTAN,40.77387549830657,-73.98222574060378,12
human,3-1-1 Call Center,People Created Noise,Home,249 HERZL STREET,BROOKLYN,40.66395838912567,-73.91412990258374,3
human,3-1-1 Call Center,People Created Noise,Bar/Restaurant,320 COURT STREET,BROOKLYN,40.68327788577922,-73.99546782661326,5
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,555 WEST 151 STREET,MANHATTAN,40.82964817921586,-73.94630008254357,16
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,602 WEST 138 STREET,MANHATTAN,40.82218591751577,-73.95409228009635,3
human,New York City Police Department,Loud Talking,Street/Sidewalk,654 WEST 161 STREET,MANHATTAN,40.83750584127134,-73.94534328264774,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,126 LEXINGTON AVENUE,MANHATTAN,40.74288734450505,-73.98229174810815,9
human,New York City Police Department,Loud Talking,Street/Sidewalk,85-50 89 STREET,QUEENS,40.69502074694617,-73.85612406515253,3
human,New York City Police Department,Loud Music/Party,Store/Commercial,22-25 JACKSON AVENUE,QUEENS,40.74566748971885,-73.94606823428153,8
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,5314 CHURCH AVENUE,BROOKLYN,40.65232957714403,-73.92727379241057,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant, NORTHERN BOULEVARD,QUEENS,40.755803758969584,-73.88304581113573,4
